,Date,Price,MarketCap,ActiveAddress,RiskFree,Asset
0,2008-12-29,,,0.0,0.0004,BTC
1,2009-01-05,,,0.0,0.0005,BTC
2,2009-01-12,,,34.0,0.0004,BTC
3,2009-01-19,,,63.0,,BTC
4,2009-01-26,,,61.0,0.0002,BTC
5,2009-02-02,,,45.0,0.0019,BTC
6,2009-02-09,,,75.0,0.0022,BTC
7,2009-02-16,,,59.0,,BTC
8,2009-02-23,,,45.0,0.0019,BTC
9,2009-03-02,,,69.0,0.0017000000000000001,BTC
10,2009-03-09,,,17.0,0.0012,BTC
11,2009-03-16,,,87.0,0.0011,BTC
12,2009-03-23,,,50.0,0.001,BTC
13,2009-03-30,,,51.0,0.0005,BTC
14,2009-04-06,,,16.0,0.0016,BTC
15,2009-04-13,,,16.0,0.0012,BTC
16,2009-04-20,,,135.0,0.0004,BTC
17,2009-04-27,,,41.0,0.0007000000000000001,BTC
18,2009-05-04,,,41.0,0.0014000000000000002,BTC
19,2009-05-11,,,25.0,0.0016,BTC
20,2009-05-18,,,0.0,0.0012,BTC
21,2009-05-25,,,61.0,,BTC
22,2009-06-01,,,2.0,0.0013,BTC
23,2009-06-08,,,0.0,0.0008,BTC
24,2009-06-15,,,0.0,0.0008,BTC
25,2009-06-22,,,88.0,0.0012,BTC
26,2009-06-29,,,8.0,0.0011,BTC
27,2009-07-06,,,0.0,0.0015,BTC
28,2009-07-13,,,0.0,0.0015,BTC
29,2009-07-20,,,122.0,0.0015,BTC
30,2009-07-27,,,5.0,0.0015,BTC
31,2009-08-03,,,112.0,0.0015,BTC
32,2009-08-10,,,0.0,0.0015,BTC
33,2009-08-17,,,0.0,0.0011,BTC
34,2009-08-24,,,50.0,0.0011,BTC
35,2009-08-31,,,21.0,0.0011,BTC
36,2009-09-07,,,14.0,,BTC
37,2009-09-14,,,103.0,0.0008,BTC
38,2009-09-21,,,92.0,0.0005,BTC
39,2009-09-28,,,55.0,0.0003,BTC
40,2009-10-05,,,15.0,0.0004,BTC
41,2009-10-12,,,161.0,,BTC
42,2009-10-19,,,166.0,0.0006,BTC
43,2009-10-26,,,59.0,0.0004,BTC
44,2009-11-02,,,42.0,0.0003,BTC
45,2009-11-09,,,64.0,0.0006,BTC
46,2009-11-16,,,83.0,0.0005,BTC
47,2009-11-23,,,0.0,0.0005,BTC
48,2009-11-30,,,191.0,0.0008,BTC
49,2009-12-07,,,119.0,0.0007000000000000001,BTC
50,2009-12-14,,,373.0,0.0002,BTC
51,2009-12-21,,,10.0,0.0001,BTC
52,2009-12-28,,,4.0,0.0003,BTC
53,2010-01-04,,,85.0,0.0005,BTC
54,2010-01-11,,,241.0,0.0001,BTC
55,2010-01-18,,,24.0,,BTC
56,2010-01-25,,,191.0,0.0002,BTC
57,2010-02-01,,,383.0,0.0005,BTC
58,2010-02-08,,,1413.0,0.0004,BTC
59,2010-02-15,,,358.0,,BTC
60,2010-02-22,,,669.0,0.0006,BTC
61,2010-03-01,,,784.0,0.0009,BTC
62,2010-03-08,,,438.0,0.0011,BTC
63,2010-03-15,,,371.0,0.0012,BTC
64,2010-03-22,,,636.0,0.0013,BTC
65,2010-03-29,,,266.0,0.0011,BTC
66,2010-04-05,,,978.0,0.0016,BTC
67,2010-04-12,,,4543.0,0.0015,BTC
68,2010-04-19,,,1121.0,0.0015,BTC
69,2010-04-26,,,558.0,0.0014000000000000002,BTC
70,2010-05-03,,,1210.0,0.0014000000000000002,BTC
71,2010-05-10,,,674.0,0.0013,BTC
72,2010-05-17,,,1016.0,0.0016,BTC
73,2010-05-24,,,1087.0,0.0016,BTC
74,2010-05-31,,,945.0,,BTC
75,2010-06-07,,,1299.0,0.001,BTC
76,2010-06-14,,,1137.0,0.0002,BTC
77,2010-06-21,,,1017.0,0.0005,BTC
78,2010-06-28,,,1423.0,0.0007000000000000001,BTC
79,2010-07-05,,,1419.0,,BTC
80,2010-07-12,0.08584000000000001,295941.984,13932.0,0.0016,BTC
81,2010-07-19,0.0505,177517.6,5337.0,0.0015,BTC
82,2010-07-26,0.0611,218970.18,3251.0,0.0015,BTC
83,2010-08-02,0.0609,222610.815,3268.0,0.0014000000000000002,BTC
84,2010-08-09,0.06529,243665.5445,2811.0,0.0014000000000000002,BTC
85,2010-08-16,0.066,250017.90000000002,2778.0,0.0015,BTC
86,2010-08-23,0.064,246784.0,2365.0,0.0015,BTC
87,2010-08-30,0.0616,241090.08000000002,2515.0,0.0016,BTC
88,2010-09-06,0.061500000000000006,244179.6,2274.0,,BTC
89,2010-09-13,0.0627,253383.24000000002,3336.0,0.001,BTC
90,2010-09-20,0.06219,255747.0465,4524.0,0.0012,BTC
91,2010-09-27,0.061110000000000005,254749.25700000004,5622.0,0.0008,BTC
92,2010-10-04,0.0965,407587.05,3521.0,0.0015,BTC
93,2010-10-11,0.10200000000000001,437957.39999999997,3425.0,,BTC
94,2010-10-18,0.11501000000000001,502380.9315,5200.0,0.0014000000000000002,BTC
95,2010-10-25,0.1925,855595.125,3859.0,0.0013,BTC
96,2010-11-01,0.34,1535355.0,2737.0,0.0014000000000000002,BTC
97,2010-11-08,0.27904,1281867.904,3703.0,0.0012,BTC
98,2010-11-15,0.27675,1289433.6,9636.0,0.0012,BTC
99,2010-11-22,0.271081967213114,1279384.8983606545,4179.0,0.0012,BTC
100,2010-11-29,0.195,934391.25,4177.0,0.0016,BTC
101,2010-12-06,0.22,1069959.0,4546.0,0.0014000000000000002,BTC
102,2010-12-13,0.2401,1182024.305,5795.0,0.001,BTC
103,2010-12-20,0.265,1319421.75,5789.0,0.0004,BTC
104,2010-12-27,0.29997,1511338.851,5247.0,0.0006,BTC
105,2011-01-03,0.322999999999999,1644958.2499999998,7172.0,0.0011,BTC
106,2011-01-10,0.38679,1993051.512,8021.0,0.0014000000000000002,BTC
107,2011-01-17,0.4424,2305833.04,9174.0,,BTC
108,2011-01-24,0.47985000000000005,2528833.4925,10974.0,0.0015,BTC
109,2011-01-31,0.8968,4780078.5200000005,8534.0,0.0015,BTC
110,2011-02-07,1.05,5666430.0,15874.0,0.0013,BTC
111,2011-02-14,0.85,4648947.5,19184.0,0.0009,BTC
112,2011-02-21,0.89,4938921.5,20389.0,,BTC
113,2011-02-28,0.886629999999999,4982550.279499999,21800.0,0.0013,BTC
114,2011-03-07,0.8924900000000001,5062560.276,18321.0,0.001,BTC
115,2011-03-14,0.7410800000000001,4236050.334000001,19061.0,0.0005,BTC
116,2011-03-21,0.827539999999999,4772878.327,27278.0,0.0006,BTC
117,2011-03-28,0.779,4540401.5,21444.0,0.0004,BTC
118,2011-04-04,0.7369,4337835.54,20139.0,0.0002,BTC
119,2011-04-11,1.13057,6721295.1785,24082.0,0.0002,BTC
120,2011-04-18,1.6301100000000002,9780986.022,26576.0,0.0003,BTC
121,2011-04-25,3.03311,18396722.083,37049.0,0.0003,BTC
122,2011-05-02,3.86585,23729747.055,34182.0,0.0002,BTC
123,2011-05-09,6.988455,43404245.73675,41392.0,0.0001,BTC
124,2011-05-16,6.736269999999999,42395052.0585,60650.0,0.0002,BTC
125,2011-05-23,8.4299,53766745.19,63913.0,0.0003,BTC
126,2011-05-30,16.675,107452032.5,82023.0,,BTC
127,2011-06-06,18.71959,122047982.882,124617.0,0.0003,BTC
128,2011-06-13,17.405467272497287,114819516.22984648,140825.0,0.0002,BTC
129,2011-06-20,16.366438571428574,109188694.92928573,125475.0,0.0002,BTC
130,2011-06-27,15.440396666666668,103936258.14183335,144876.0,0.0001,BTC
131,2011-07-04,14.74739,100044081.6515,133079.0,,BTC
132,2011-07-11,13.167918750000005,90067905.85406254,137364.0,0.0002,BTC
133,2011-07-18,13.98001,96374693.9375,136346.0,0.0001,BTC
134,2011-07-25,13.379893333333333,93014342.47466667,129167.0,0.0005,BTC
135,2011-08-01,8.166288292682923,57175859.16680485,110791.0,0.0013,BTC
136,2011-08-08,10.744264615384619,75743305.04584618,108980.0,0.0002,BTC
137,2011-08-15,11.323212000000002,80390275.91520001,111400.0,0.0,BTC
138,2011-08-22,9.078464285714286,64897401.946428575,118190.0,0.0001,BTC
139,2011-08-29,8.17871357142857,58875696.45096428,85811.0,0.0,BTC
140,2011-09-05,5.914224166666667,42865409.626375005,86473.0,,BTC
141,2011-09-12,5.238233333333333,38224698.19166667,74218.0,0.0001,BTC
142,2011-09-19,5.331829999999999,39163624.3075,102826.0,0.0,BTC
143,2011-09-26,5.02701,37157144.415,75087.0,0.0,BTC
144,2011-10-03,4.10288,30513939.136,68116.0,0.0001,BTC
145,2011-10-10,3.572374444444444,26715823.664055556,66745.0,,BTC
146,2011-10-17,3.16469030083056,23795622.84097506,61948.0,0.0002,BTC
147,2011-10-24,3.2624975,24661871.101999998,62251.0,0.0001,BTC
148,2011-10-31,2.959772,22521053.1366,66795.0,0.0002,BTC
149,2011-11-07,2.99599,22944789.415,65008.0,0.0001,BTC
150,2011-11-14,2.19987,16955608.018500004,60503.0,0.0001,BTC
151,2011-11-21,2.476975454545454,19199655.992045455,51166.0,0.0002,BTC
152,2011-11-28,2.8280966666666663,22068769.528666668,64081.0,0.0002,BTC
153,2011-12-05,3.25089125,25542577.640375,60631.0,0.0001,BTC
154,2011-12-12,3.192505,25233240.269500002,50661.0,0.0,BTC
155,2011-12-19,4.225,33616001.25,55850.0,0.0,BTC
156,2011-12-26,5.27839909090909,42277337.51863636,52509.0,,BTC
157,2012-01-02,7.13009076923077,57509173.11738462,65961.0,,BTC
158,2012-01-09,7.027560909090909,57048333.94781818,71670.0,0.0001,BTC
159,2012-01-16,6.3065940000000005,51528341.6067,65445.0,,BTC
160,2012-01-23,5.38777,44303363.321499996,67506.0,0.0003,BTC
161,2012-01-30,5.684396666666667,47049182.770333335,71879.0,0.0005,BTC
162,2012-02-06,5.51468,45925427.838,71568.0,0.0004,BTC
163,2012-02-13,4.3784025,36687729.148125,79665.0,0.0006,BTC
164,2012-02-20,4.9259825,41536623.337375,72685.0,,BTC
165,2012-02-27,4.825593333333333,40938162.323,73742.0,0.0008,BTC
166,2012-03-05,4.882311538461538,41677852.44807692,69496.0,0.0007000000000000001,BTC
167,2012-03-12,5.279683333333334,45351687.880833335,74153.0,0.0005,BTC
168,2012-03-19,4.550009999999998,39330968.941499986,71823.0,0.0007000000000000001,BTC
169,2012-03-26,4.8207049999999985,41927117.59649999,72882.0,0.0006,BTC
170,2012-04-02,4.794499999999998,41919512.124999985,77084.0,0.0005,BTC
171,2012-04-09,4.968925833333332,43675615.84354165,82923.0,0.0007000000000000001,BTC
172,2012-04-16,5.203516666666666,46002989.97083333,87251.0,0.0007000000000000001,BTC
173,2012-04-23,4.88741,43457872.238,82692.0,0.0004,BTC
174,2012-04-30,5.04991,45192654.572,100154.0,0.0007000000000000001,BTC
175,2012-05-07,4.92996,44378513.928,117428.0,0.0006,BTC
176,2012-05-14,5.09002,46058063.974,150151.0,0.0007000000000000001,BTC
177,2012-05-21,5.104480000000001,46423203.80800001,151710.0,0.0006,BTC
178,2012-05-28,5.207307777777777,47619007.07005555,151975.0,,BTC
179,2012-06-04,5.46525,50271009.075,179811.0,0.0004,BTC
180,2012-06-11,6.17805125,57161492.4829375,213635.0,0.0005,BTC
181,2012-06-18,6.3500216666666685,59081554.08991668,167449.0,0.0006,BTC
182,2012-06-25,6.628989999999999,62016190.14699999,181677.0,0.0006,BTC
183,2012-07-02,6.79898,63973642.514000006,167365.0,0.0006,BTC
184,2012-07-09,7.621010000000001,72112663.97350001,174461.0,0.0006,BTC
185,2012-07-16,8.433048,80241716.67719999,201694.0,0.0004,BTC
186,2012-07-23,8.709648888888887,83364839.82244442,186934.0,0.0007000000000000001,BTC
187,2012-07-30,10.844743333333335,104376858.92316669,215031.0,0.0006,BTC
188,2012-08-06,11.62340818181818,112523889.92654543,216375.0,0.0005,BTC
189,2012-08-13,7.920336249999999,77114373.81406249,281199.0,0.001,BTC
190,2012-08-20,10.556000000000001,103373852.39999999,234974.0,0.0009,BTC
191,2012-08-27,10.206460000000002,100503521.94300002,210704.0,0.001,BTC
192,2012-09-03,11.073326666666668,109666905.30866668,217717.0,,BTC
193,2012-09-10,11.863090555555553,118109522.72563887,182346.0,0.0009,BTC
194,2012-09-17,12.0983275,121124220.515375,185622.0,0.0006,BTC
195,2012-09-24,12.37475,124558664.86250001,207548.0,0.0003,BTC
196,2012-10-01,11.815475,119494624.865,236064.0,0.0005,BTC
197,2012-10-08,11.728699230769232,119221641.2458077,227335.0,,BTC
198,2012-10-15,11.660544999999999,119156777.246,229002.0,0.001,BTC
199,2012-10-22,10.68099,109733286.963,187499.0,0.001,BTC
200,2012-10-29,10.823336666666668,111752033.41700001,167833.0,0.0013,BTC
201,2012-11-05,10.53394,109316489.04699999,188822.0,0.0009,BTC
202,2012-11-12,11.606691818181815,121018913.24604543,219645.0,,BTC
203,2012-11-19,12.50539,131045232.349,208757.0,0.0006,BTC
204,2012-11-26,12.4360175,130783378.03875001,194056.0,0.0014000000000000002,BTC
205,2012-12-03,13.348245714285715,140680832.35042858,211339.0,0.0013,BTC
206,2012-12-10,13.395528571428573,141474195.90142858,210798.0,0.0005,BTC
207,2012-12-17,13.335932000000001,141147170.88970003,237960.0,0.0001,BTC
208,2012-12-24,13.45713,142781831.44125,204257.0,0.0003,BTC
209,2012-12-31,13.15,139876221.25,231478.0,0.0002,BTC
210,2013-01-07,13.64,145412289.0,291466.0,0.0005,BTC
211,2013-01-14,15.5,165599675.0,279800.0,0.0005,BTC
212,2013-01-21,17.6,188476640.00000003,277124.0,,BTC
213,2013-01-28,20.296,217924748.2,287934.0,0.0003,BTC
214,2013-02-04,23.660000000000004,254687478.50000003,303291.0,0.0003,BTC
215,2013-02-11,26.98,291218747.5,264135.0,0.0005,BTC
216,2013-02-18,29.78,322319363.0,265959.0,,BTC
217,2013-02-25,34.33,372586064.75,286639.0,0.0009,BTC
218,2013-03-04,45.29,492832193.0,306326.0,0.0007000000000000001,BTC
219,2013-03-11,47.08816512040001,513801336.5071167,294995.0,0.0009,BTC
220,2013-03-18,70.388,770542715.1,342121.0,0.0007000000000000001,BTC
221,2013-03-25,96.1491459096,1055256106.1870419,379849.0,0.0006,BTC
222,2013-04-01,164.96912500000002,1815489344.8531253,462063.0,0.0006,BTC
223,2013-04-08,91.11,1005344184.0,528959.0,0.0005,BTC
224,2013-04-15,117.612451752,1301093628.1290877,450855.0,0.0004,BTC
225,2013-04-22,135.288855642,1500529284.5821145,477602.0,0.0004,BTC
226,2013-04-29,116.829559784,1298913966.4175065,379114.0,0.0003,BTC
227,2013-05-06,114.5,1276405925.0,439632.0,0.0001,BTC
228,2013-05-13,116.38,1300514495.5,384759.0,0.0002,BTC
229,2013-05-20,130.002080756,1456335309.4610143,377379.0,0.0001,BTC
230,2013-05-27,122.34617757000001,1374449193.439137,366772.0,,BTC
231,2013-06-03,99.6530898088,1122731571.0218644,355635.0,0.0003,BTC
232,2013-06-10,98.9963649952,1118503005.1708925,317120.0,0.0004,BTC
233,2013-06-17,100.41,1137195965.25,323027.0,0.0005,BTC
234,2013-06-24,89.48303703719998,1015990402.5203686,317769.0,0.0001,BTC
235,2013-07-01,73.7175890654,839234206.8355931,315118.0,0.0001,BTC
236,2013-07-08,90.042,1027845187.35,349693.0,0.0002,BTC
237,2013-07-15,85.85354587460002,982671100.7260844,313221.0,0.0002,BTC
238,2013-07-22,92.51399999999998,1061505635.9999998,318554.0,0.0001,BTC
239,2013-07-29,96.38,1108955508.5,418925.0,0.0001,BTC
240,2013-08-05,94.144,1086501782.4,362926.0,0.0003,BTC
241,2013-08-12,99.3,1149206347.5,425237.0,0.0005,BTC
242,2013-08-19,113.173148148,1313464922.7760584,419213.0,0.0003,BTC
243,2013-08-26,130.66799999999998,1520919986.0999997,447086.0,0.0003,BTC
244,2013-09-02,118.34,1381089928.5,363566.0,,BTC
245,2013-09-09,125.341818674,1467223127.4886422,354575.0,0.0002,BTC
246,2013-09-16,123.15527895400001,1445568954.4242876,384002.0,0.0001,BTC
247,2013-09-23,127.01000000000002,1494990256.5000002,397078.0,0.0001,BTC
248,2013-09-30,122.48999999999998,1445841337.4999998,430553.0,0.0003,BTC
249,2013-10-07,132.546798864,1568883557.4137928,406983.0,0.0013,BTC
250,2013-10-14,166.577402846,1977935916.958333,440281.0,,BTC
251,2013-10-21,194.21404057,2313317424.68637,494743.0,0.0002,BTC
252,2013-10-28,209.97676905199995,2508120012.1338763,443147.0,0.0002,BTC
253,2013-11-04,325.439078968,3896473956.50689,642492.0,0.0002,BTC
254,2013-11-11,474.85068540400005,5700629963.343561,605118.0,,BTC
255,2013-11-18,804.06619701,9675831089.994461,889690.0,0.0005,BTC
256,2013-11-25,953.1359506659999,11498989534.816122,947783.0,0.0004,BTC
257,2013-12-02,786.5764829899999,9515078063.845507,876457.0,0.0002,BTC
258,2013-12-09,861.894691022,10453015717.980265,766036.0,0.0004,BTC
259,2013-12-16,613.3973363260001,7459755031.061609,804247.0,0.0002,BTC
260,2013-12-23,728.090297256,8876130611.590464,670552.0,0.0001,BTC
261,2013-12-30,904.7600750739999,11056846687.460585,658627.0,0.0001,BTC
262,2014-01-06,843.286613774,10334393123.138992,711200.0,0.0001,BTC
263,2014-01-13,841.4564324119999,10337123980.894936,638614.0,0.0,BTC
264,2014-01-20,814.847146534,10035392631.39012,738958.0,,BTC
265,2014-01-27,814.932732602,10061220636.659237,753075.0,0.0004,BTC
266,2014-02-03,687.314088924,8505872690.331184,798129.0,0.0004,BTC
267,2014-02-10,620.641121662,7700139236.180019,841128.0,0.0007000000000000001,BTC
268,2014-02-17,608.198850544,7563941029.646774,881535.0,,BTC
269,2014-02-24,563.2946821140001,7022228660.371865,995792.0,0.0002,BTC
270,2014-03-03,638.418612898,7976928844.903253,1039999.0,0.0004,BTC
271,2014-03-10,634.8101052919999,7949774559.329612,914855.0,0.0005,BTC
272,2014-03-17,559.690294744,7026030138.296698,840984.0,0.0005,BTC
273,2014-03-24,458.77462072399993,5772577542.721802,875520.0,0.0005,BTC
274,2014-03-31,457.883594364,5775881024.385805,903219.0,0.0003,BTC
275,2014-04-07,416.86460415399995,5270106541.865906,863526.0,0.0003,BTC
276,2014-04-14,500.39539342999996,6341135524.393317,867279.0,0.0003,BTC
277,2014-04-21,434.374768044,5517135100.726459,815769.0,0.0002,BTC
278,2014-04-28,437.933060358,5574263803.746329,774469.0,0.0,BTC
279,2014-05-05,439.14571257999995,5602280663.16839,813949.0,0.0001,BTC
280,2014-05-12,446.898,5714283621.900001,818889.0,0.0002,BTC
281,2014-05-19,573.07334608,7344422042.359367,869221.0,0.0001,BTC
282,2014-05-26,629.8553311400001,8089342242.51397,880227.0,,BTC
283,2014-06-02,657.9504511279999,8468825680.45533,883148.0,0.0004,BTC
284,2014-06-09,590.40657709,7616731929.8871,865491.0,0.0003,BTC
285,2014-06-16,600.0404249320001,7759752777.241872,850290.0,0.0003,BTC
286,2014-06-23,599.89,7776659017.75,831446.0,0.0002,BTC
287,2014-06-30,631.4238304700001,8201264207.655358,845756.0,0.0002,BTC
288,2014-07-07,630.5449909639999,8207000202.514908,951587.0,0.0002,BTC
289,2014-07-14,625.846605424,8163277136.343351,875615.0,0.0002,BTC
290,2014-07-21,591.9597686699999,7736603397.638347,861453.0,0.0002,BTC
291,2014-07-28,586.489508506,7681223768.427656,873888.0,0.0003,BTC
292,2014-08-04,590.785817632,7753798002.802065,938298.0,0.0002,BTC
293,2014-08-11,498.22564087800004,6553610257.545125,1011029.0,0.0003,BTC
294,2014-08-18,507.644099696,6692513297.239724,963784.0,0.0002,BTC
295,2014-08-25,478.87886742800004,6327558167.014708,938361.0,0.0002,BTC
296,2014-09-01,476.11974577,6304063493.867685,957073.0,,BTC
297,2014-09-08,474.606315074,6297195239.9806,1066287.0,0.0001,BTC
298,2014-09-15,400.465411766,5325539220.19368,991216.0,0.0001,BTC
299,2014-09-22,375.303150224,5000717442.580932,1003700.0,0.0,BTC
300,2014-09-29,323.055049424,4313035277.473703,1017218.0,0.0001,BTC
301,2014-10-06,379.54423350800005,5077020882.548951,1036618.0,0.0001,BTC
302,2014-10-13,388.575872572,5207790988.178086,1068076.0,,BTC
303,2014-10-20,355.021491172,4767308463.29313,1074470.0,0.0003,BTC
304,2014-10-27,324.36579329,4364771533.393059,1112399.0,0.0003,BTC
305,2014-11-03,365.563844488,4928970428.000601,1129526.0,0.0003,BTC
306,2014-11-10,389.797810122,5265593462.97829,1125115.0,0.0004,BTC
307,2014-11-17,367.699086678,4976264782.03388,1093012.0,0.0002,BTC
308,2014-11-24,376.68151586399995,5107452924.713665,1109512.0,0.0004,BTC
309,2014-12-01,377.14578302999996,5122799456.830216,1188035.0,0.0001,BTC
310,2014-12-08,357.141899984,4860236974.312261,1195197.0,0.0003,BTC
311,2014-12-15,320.556787554,4369926294.972394,1264816.0,0.0002,BTC
312,2014-12-22,317.59399999999994,4338254641.499999,1127845.0,0.0001,BTC
313,2014-12-29,263.80788251599995,3611035271.8643217,1042669.0,0.0001,BTC
314,2015-01-05,265.104599912,3635697504.1131506,1215078.0,0.0002,BTC
315,2015-01-12,211.933325656,2911767856.187208,1338493.0,0.0002,BTC
316,2015-01-19,254.56624312740095,3503366094.543605,1238702.0,,BTC
317,2015-01-26,227.6223232278307,3138610237.7335086,1197816.0,0.0002,BTC
318,2015-02-02,223.96367191496202,3094164510.24936,1222651.0,0.0001,BTC
319,2015-02-09,235.04578132021575,3253309792.2648373,1318900.0,0.0002,BTC
320,2015-02-16,236.45729496468238,3279290260.920575,1287712.0,,BTC
321,2015-02-23,258.7270505768632,3594695427.128557,1282888.0,0.0001,BTC
322,2015-03-02,275.2790516535126,3831767405.419943,1314752.0,0.0002,BTC
323,2015-03-09,287.2991907259144,4006272294.996586,1274350.0,0.0001,BTC
324,2015-03-16,268.2085121177197,3746671757.900456,1265702.0,0.0002,BTC
325,2015-03-23,243.3137110161505,3405601184.6653047,1210646.0,0.0002,BTC
326,2015-03-30,261.2126187518514,3662899658.6561174,1330839.0,0.0002,BTC
327,2015-04-06,236.47709775061168,3321693289.336298,1314591.0,0.0002,BTC
328,2015-04-13,223.56744726495444,3145845496.396082,1243015.0,0.0002,BTC
329,2015-04-20,221.05379960481326,3116112517.854201,1308066.0,0.0003,BTC
330,2015-04-27,239.8453986375642,3386922831.6456695,1289377.0,0.0001,BTC
331,2015-05-04,240.84372690869867,3406999445.223142,1335468.0,0.0001,BTC
332,2015-05-11,236.67925526699733,3354443250.93639,1296924.0,0.0002,BTC
333,2015-05-18,240.2080085180499,3410281138.532458,1250149.0,0.0001,BTC
334,2015-05-25,229.87046265828167,3269223466.6876483,1423673.0,,BTC
335,2015-06-01,223.50816929894273,3184494106.833244,1450017.0,0.0002,BTC
336,2015-06-08,232.2732607782773,3315538206.3273635,1507502.0,0.0001,BTC
337,2015-06-15,244.2264603457139,3492151416.8528023,1502925.0,0.0,BTC
338,2015-06-22,248.8923275300042,3565245701.0871687,1415292.0,0.0,BTC
339,2015-06-29,271.63960764862867,3898075906.68916,1568648.0,0.0,BTC
340,2015-07-06,312.0321590438759,4485875728.866449,1741341.0,0.0001,BTC
341,2015-07-13,275.3879562178301,3966137345.449189,1415152.0,0.0002,BTC
342,2015-07-20,293.1260382264218,4229251792.134637,1463461.0,0.0003,BTC
343,2015-07-27,282.28631492499073,4080109938.662831,1517866.0,0.0004,BTC
344,2015-08-03,267.51328940994455,3873331605.1988225,1464265.0,0.0003,BTC
345,2015-08-10,258.48440125819116,3749186998.0494337,1416823.0,0.0003,BTC
346,2015-08-17,228.8419084678968,3325250282.517603,1491563.0,0.0003,BTC
347,2015-08-24,228.8670732204802,3331640871.5778522,1477428.0,0.0002,BTC
348,2015-08-31,240.68976830398393,3510147374.0148106,1542887.0,0.0,BTC
349,2015-09-07,230.2314716349509,3363681800.5866327,1604965.0,,BTC
350,2015-09-14,230.68535720681675,3376068668.4539027,1599754.0,0.0002,BTC
351,2015-09-21,233.18068434946878,3418691160.8331056,1651719.0,0.0,BTC
352,2015-09-28,239.33481153938868,3515200127.633329,1590071.0,0.0,BTC
353,2015-10-05,248.94019306744676,3662501472.980677,1504875.0,0.0,BTC
354,2015-10-12,264.1076345503976,3892398509.931169,1668484.0,,BTC
355,2015-10-19,284.26263600676805,4196789598.910822,1854780.0,0.0006,BTC
356,2015-10-26,328.4881524558023,4858528655.508979,1859804.0,0.0001,BTC
357,2015-11-02,372.86695374186934,5524657793.507155,2150858.0,0.0001,BTC
358,2015-11-09,320.3207315551851,4754792891.095434,1926909.0,0.0006,BTC
359,2015-11-16,323.80777196175893,4815652994.226681,1932889.0,0.0005,BTC
360,2015-11-23,371.56062339708836,5535853860.946465,1838174.0,0.0006,BTC
361,2015-11-30,387.6737772689671,5786767705.916145,2148558.0,0.0011,BTC
362,2015-12-07,433.3545154611923,6481315136.414911,2478981.0,0.0021,BTC
363,2015-12-14,442.29881918198953,6628212701.967938,2473135.0,0.0013,BTC
364,2015-12-21,422.2507205514291,6339725099.699225,2231877.0,0.0014000000000000002,BTC
365,2015-12-28,430.9997978270536,6482312384.283506,1933713.0,0.0013,BTC
366,2016-01-04,448.95363526897563,6764968062.323505,2136096.0,0.0017000000000000001,BTC
367,2016-01-11,379.148748639874,5722947041.719986,2321646.0,0.0019,BTC
368,2016-01-18,402.8010750231029,6091248486.741242,2554065.0,,BTC
369,2016-01-25,367.9508595508954,5574906261.999016,2683653.0,0.0025,BTC
370,2016-02-01,376.42862922366214,5715137073.903981,2907313.0,0.0019,BTC
371,2016-02-08,406.5740594276338,6184743605.904251,2497253.0,0.0021,BTC
372,2016-02-15,438.47243072984276,6681344243.16443,2565844.0,,BTC
373,2016-02-22,431.5065287388273,6585523189.65336,2524289.0,0.0028000000000000004,BTC
374,2016-02-29,404.6277893211019,6185615825.214816,2614756.0,0.0023,BTC
375,2016-03-07,412.61530446772593,6318522572.670851,2221876.0,0.0027,BTC
376,2016-03-14,411.66829833103867,6314559444.684886,2228483.0,0.0028000000000000004,BTC
377,2016-03-21,425.01140597187987,6530098372.340097,2189849.0,0.0026,BTC
378,2016-03-28,419.82532399189205,6461248179.465516,2612396.0,0.0019,BTC
379,2016-04-04,422.06377504107894,6507263216.045218,2233880.0,0.0018,BTC
380,2016-04-11,428.91892249032605,6624363237.5904045,2302332.0,0.0019,BTC
381,2016-04-18,462.25317862898964,7150964222.754744,2266793.0,0.0016,BTC
382,2016-04-25,454.3377402582147,7039883776.196491,2359566.0,0.0017000000000000001,BTC
383,2016-05-02,461.5625344457377,7164639058.124047,2212734.0,0.0011,BTC
384,2016-05-09,460.9721197500823,7167413479.631161,2234699.0,0.0021,BTC
385,2016-05-16,441.11737178700224,6870050171.68513,2312747.0,0.0021,BTC
386,2016-05-23,522.4012688892889,8149290014.260517,2349685.0,0.0026,BTC
387,2016-05-30,574.6507220672327,8978486544.25896,2357953.0,,BTC
388,2016-06-06,671.0887766935982,10503126557.93442,2418592.0,0.0019,BTC
389,2016-06-13,767.4518264835016,12031975431.538704,2696572.0,0.0023,BTC
390,2016-06-20,633.8908753967772,9954178583.618212,2614284.0,0.0023,BTC
391,2016-06-27,661.439850366025,10404134662.32865,2409654.0,0.0022,BTC
392,2016-07-04,651.3047799816928,10259711111.900616,2297311.0,,BTC
393,2016-07-11,679.8341644292315,10717594100.153889,2305149.0,0.0028000000000000004,BTC
394,2016-07-18,660.8986520111177,10426865853.049002,2287745.0,0.0026,BTC
395,2016-07-25,626.6782449704231,9894372138.540022,2391722.0,0.0028000000000000004,BTC
396,2016-08-01,594.2242426379976,9390206310.877857,2442276.0,0.002,BTC
397,2016-08-08,572.7941323513933,9059061399.836733,2449598.0,0.0027,BTC
398,2016-08-15,580.2640710660802,9184673582.36501,2543725.0,0.0026,BTC
